"","ISO","Language","Dialect","Genetics","Speakers","Method","Quantity","Harmony.","Vowels","Structure","Peripheral","Nonperipheral","F1Centroid","F1CentroidPosition","F1UCA","F2Centroid","F2CentroidPosition","F2UCA","combined.label","vnum","vowel","ps","f1","f2","f3","f4","id","f1.bark","f2.bark"
"85.5","gla","Scottish Gaelic","Bernera","IndoEuropean>Celtic>Insular>Goidelic","7","Wordlist","Long","No",9,"7S2",7,2,"425","0.328125","445.12","1488.888889","0.560351719","1253.49","gla Bernera Wordlist",5,"_","",470,880,"","",85,4.65547325102881,7.77732394366197
"85.6","gla","Scottish Gaelic","Bernera","IndoEuropean>Celtic>Insular>Goidelic","7","Wordlist","Long","No",9,"7S2",7,2,"425","0.328125","445.12","1488.888889","0.560351719","1253.49","gla Bernera Wordlist",6,"o","",390,710,"","",85,3.91931914893617,6.59925093632959
"85.7","gla","Scottish Gaelic","Bernera","IndoEuropean>Celtic>Insular>Goidelic","7","Wordlist","Long","No",9,"7S2",7,2,"425","0.328125","445.12","1488.888889","0.560351719","1253.49","gla Bernera Wordlist",7,"u","",320,1475,"","",85,3.23280701754386,10.9822998544396
"85.8","gla","Scottish Gaelic","Bernera","IndoEuropean>Celtic>Insular>Goidelic","7","Wordlist","Long","No",9,"7S2",7,2,"425","0.328125","445.12","1488.888889","0.560351719","1253.49","gla Bernera Wordlist",8,"_","",370,1630,"","",85,3.72738197424893,11.6427855153203
"85.9","gla","Scottish Gaelic","Bernera","IndoEuropean>Celtic>Insular>Goidelic","7","Wordlist","Long","No",9,"7S2",7,2,"425","0.328125","445.12","1488.888889","0.560351719","1253.49","gla Bernera Wordlist",9,"_","",490,1365,"","",85,4.832,10.4762105263158
"86.1","glg","Galician","","IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>WesternIberian>PortugueseGalician","7","Carrier sentence","Uniform","No",7,"7S0",7,0,"466.4285714","0.398011782","463.708","1365.714286","0.434109255","1300.102","glg  Carrier sentence",1,"i","",312,2227,"","",86,3.15165492957746,13.7298208741342
"86.2","glg","Galician","","IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>WesternIberian>PortugueseGalician","7","Carrier sentence","Uniform","No",7,"7S0",7,0,"466.4285714","0.398011782","463.708","1365.714286","0.434109255","1300.102","glg  Carrier sentence",2,"e","",418,1899,"","",86,4.18260723296888,12.6631044311998
"86.3","glg","Galician","","IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>WesternIberian>PortugueseGalician","7","Carrier sentence","Uniform","No",7,"7S0",7,0,"466.4285714","0.398011782","463.708","1365.714286","0.434109255","1300.102","glg  Carrier sentence",3,"_","",555,1769,"","",86,5.38632206759443,12.1883936712255
"86.4","glg","Galician","","IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>WesternIberian>PortugueseGalician","7","Carrier sentence","Uniform","No",7,"7S0",7,0,"466.4285714","0.398011782","463.708","1365.714286","0.434109255","1300.102","glg  Carrier sentence",4,"a","",700,1218,"","",86,6.52526315789474,9.74519823788546
"86.5","glg","Galician","","IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>WesternIberian>PortugueseGalician","7","Carrier sentence","Uniform","No",7,"7S0",7,0,"466.4285714","0.398011782","463.708","1365.714286","0.434109255","1300.102","glg  Carrier sentence",5,"_","",538,930,"","",86,5.24413130504403,8.09743944636678
"86.6","glg","Galician","","IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>WesternIberian>PortugueseGalician","7","Carrier sentence","Uniform","No",7,"7S0",7,0,"466.4285714","0.398011782","463.708","1365.714286","0.434109255","1300.102","glg  Carrier sentence",6,"o","",424,812,"","",86,4.23822147651007,7.32343434343434
"86.7","glg","Galician","","IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>WesternIberian>PortugueseGalician","7","Carrier sentence","Uniform","No",7,"7S0",7,0,"466.4285714","0.398011782","463.708","1365.714286","0.434109255","1300.102","glg  Carrier sentence",7,"u","",318,705,"","",86,3.21257243195786,6.56232645403377
"87.1","gug","Paraguayan Guarani","","Tupian>TupiGuarani","3","Wordlist","Uniform","No",6,"5S1",5,1,"410.8333333","0.297348485","452.04","1482.5","0.449300699","1399.13","gug  Wordlist",1,"i","",280,2270,"2865","",87,2.82125,13.8573995271868
"87.2","gug","Paraguayan Guarani","","Tupian>TupiGuarani","3","Wordlist","Uniform","No",6,"5S1",5,1,"410.8333333","0.297348485","452.04","1482.5","0.449300699","1399.13","gug  Wordlist",2,"e","",420,2030,"2470","",87,4.20117647058823,13.1101754385965
"87.3","gug","Paraguayan Guarani","","Tupian>TupiGuarani","3","Wordlist","Uniform","No",6,"5S1",5,1,"410.8333333","0.297348485","452.04","1482.5","0.449300699","1399.13","gug  Wordlist",3,"a","",720,1365,"2340","",87,6.67268656716418,10.4762105263158
"87.4","gug","Paraguayan Guarani","","Tupian>TupiGuarani","3","Wordlist","Uniform","No",6,"5S1",5,1,"410.8333333","0.297348485","452.04","1482.5","0.449300699","1399.13","gug  Wordlist",4,"o","",420,890,"2400","",87,4.20117647058823,7.84224561403509
"87.5","gug","Paraguayan Guarani","","Tupian>TupiGuarani","3","Wordlist","Uniform","No",6,"5S1",5,1,"410.8333333","0.297348485","452.04","1482.5","0.449300699","1399.13","gug  Wordlist",5,"u","",300,840,"2375","",87,3.02884955752212,7.513
"87.6","gug","Paraguayan Guarani","","Tupian>TupiGuarani","3","Wordlist","Uniform","No",6,"5S1",5,1,"410.8333333","0.297348485","452.04","1482.5","0.449300699","1399.13","gug  Wordlist",6,"_","",325,1500,"2300","",87,3.28323851203501,11.0928323699422
"88.1","guj","Gujarati","","IndoEuropean>IndoIranian>IndoAryan>Western","3","Isolation","Uniform","No",7,"6L1",6,1,"463.1666667","0.382898551","467.825","1408.5","0.422539313","1354.347","guj  Isolation",1,"i","",243,2400,"3100","3708",88,2.42725374489333,14.2277981651376
"88.2","guj","Gujarati","","IndoEuropean>IndoIranian>IndoAryan>Western","3","Isolation","Uniform","No",7,"6L1",6,1,"463.1666667","0.382898551","467.825","1408.5","0.422539313","1354.347","guj  Isolation",2,"e","",385,2167,"2767","3700",88,3.87164179104478,13.5473612793797
"88.4","guj","Gujarati","","IndoEuropean>IndoIranian>IndoAryan>Western","3","Isolation","Uniform","No",7,"6L1",6,1,"463.1666667","0.382898551","467.825","1408.5","0.422539313","1354.347","guj  Isolation",4,"a","",818,1293,"2417","3242",88,7.36437724982001,10.1264186904396
"88.5","guj","Gujarati","","IndoEuropean>IndoIranian>IndoAryan>Western","3","Isolation","Uniform","No",7,"6L1",6,1,"463.1666667","0.382898551","467.825","1408.5","0.422539313","1354.347","guj  Isolation",5,"o","",433,825,"2600","3100",88,4.32111993313832,7.411921005386
"88.6","guj","Gujarati","","IndoEuropean>IndoIranian>IndoAryan>Western","3","Isolation","Uniform","No",7,"6L1",6,1,"463.1666667","0.382898551","467.825","1408.5","0.422539313","1354.347","guj  Isolation",6,"u","",297,683,"2600","",88,2.99794417368188,6.39819901626939
"88.7","guj","Gujarati","","IndoEuropean>IndoIranian>IndoAryan>Western","3","Isolation","Uniform","No",7,"6L1",6,1,"463.1666667","0.382898551","467.825","1408.5","0.422539313","1354.347","guj  Isolation",7,"_","",603,1083,"2575","3583",88,5.77761997658993,9.01164640157739
"89.1","guk","Gumuz","","NiloSaharan>Komuz","1","Running speech","Uniform","No",6,"5S1",5,1,"465.8333333","0.364942529","473.39","1423.333333","0.526928675","1267.695","guk  Running speech",1,"i","",360,1965,"","",89,3.6301724137931,12.892076433121
"89.2","guk","Gumuz","","NiloSaharan>Komuz","1","Running speech","Uniform","No",6,"5S1",5,1,"465.8333333","0.364942529","473.39","1423.333333","0.526928675","1267.695","guk  Running speech",2,"e","",520,1755,"","",89,5.09145161290323,12.1352893674293
"89.3","guk","Gumuz","","NiloSaharan>Komuz","1","Running speech","Uniform","No",6,"5S1",5,1,"465.8333333","0.364942529","473.39","1423.333333","0.526928675","1267.695","guk  Running speech",3,"a","",650,1400,"","",89,6.14681992337165,10.6408333333333
"89.4","guk","Gumuz","","NiloSaharan>Komuz","1","Running speech","Uniform","No",6,"5S1",5,1,"465.8333333","0.364942529","473.39","1423.333333","0.526928675","1267.695","guk  Running speech",4,"o","",460,945,"","",89,4.56611570247934,8.19132530120482
"89.5","guk","Gumuz","","NiloSaharan>Komuz","1","Running speech","Uniform","No",6,"5S1",5,1,"465.8333333","0.364942529","473.39","1423.333333","0.526928675","1267.695","guk  Running speech",5,"u","",360,820,"","",89,3.6301724137931,7.37798561151079
"89.6","guk","Gumuz","","NiloSaharan>Komuz","1","Running speech","Uniform","No",6,"5S1",5,1,"465.8333333","0.364942529","473.39","1423.333333","0.526928675","1267.695","guk  Running speech",6,"_","",445,1655,"","",89,4.43068607068607,11.7440110650069
"90.1","gup","Kunwinjku","","Australian>Gunwingguan","3","Carrier sentence","Uniform","No",5,"5S0",5,0,"458.8","0.440441176","445.352","1532","0.437783833","1480.491","gup  Carrier sentence",1,"i","",339,2151,"2781","3890",90,3.42327968682036,13.4978058866456
"90.2","gup","Kunwinjku","","Australian>Gunwingguan","3","Carrier sentence","Uniform","No",5,"5S0",5,0,"458.8","0.440441176","445.352","1532","0.437783833","1480.491","gup  Carrier sentence",2,"e","",477,1909,"2640","3813",90,4.71758719737382,12.6982993021453
"90.3","gup","Kunwinjku","","Australian>Gunwingguan","3","Carrier sentence","Uniform","No",5,"5S0",5,0,"458.8","0.440441176","445.352","1532","0.437783833","1480.491","gup  Carrier sentence",3,"a","",611,1471,"2627","3730",90,5.84141579152081,10.9644651705042
"90.4","gup","Kunwinjku","","Australian>Gunwingguan","3","Carrier sentence","Uniform","No",5,"5S0",5,0,"458.8","0.440441176","445.352","1532","0.437783833","1480.491","gup  Carrier sentence",4,"o","",478,1050,"2731","3662",90,4.72643150123052,8.82232558139535
"90.5","gup","Kunwinjku","","Australian>Gunwingguan","3","Carrier sentence","Uniform","No",5,"5S0",5,0,"458.8","0.440441176","445.352","1532","0.437783833","1480.491","gup  Carrier sentence",5,"u","",389,1079,"2989","3829",90,3.90979991485739,8.98891740704179
"91.1","gwj","G|wi","","KwadiKhoe>Khoe>Kalahari>West>G||ana-G|wi","5","Wordlist","Uniform","No",5,"5S0",5,0,"403","0.30754717","447.23","1420","0.45","1337.4","gwj  Wordlist",1,"i","",240,2190,"","",91,2.39472727272727,13.6179277108434
"91.2","gwj","G|wi","","KwadiKhoe>Khoe>Kalahari>West>G||ana-G|wi","5","Wordlist","Uniform","No",5,"5S0",5,0,"403","0.30754717","447.23","1420","0.45","1337.4","gwj  Wordlist",2,"e","",395,2010,"","",91,3.9667940552017,13.0438287153652
"91.3","gwj","G|wi","","KwadiKhoe>Khoe>Kalahari>West>G||ana-G|wi","5","Wordlist","Uniform","No",5,"5S0",5,0,"403","0.30754717","447.23","1420","0.45","1337.4","gwj  Wordlist",3,"a","",770,1270,"","",91,7.03179487179487,10.0113931888545
"91.4","gwj","G|wi","","KwadiKhoe>Khoe>Kalahari>West>G||ana-G|wi","5","Wordlist","Uniform","No",5,"5S0",5,0,"403","0.30754717","447.23","1420","0.45","1337.4","gwj  Wordlist",4,"o","",360,840,"","",91,3.6301724137931,7.513
"91.5","gwj","G|wi","","KwadiKhoe>Khoe>Kalahari>West>G||ana-G|wi","5","Wordlist","Uniform","No",5,"5S0",5,0,"403","0.30754717","447.23","1420","0.45","1337.4","gwj  Wordlist",5,"u","",250,790,"","",91,2.50280542986425,7.17178181818182
"92.1","hak","Hakka","Meixian","Sinitic>Chinese>Gan","5","Carrier sentence","Uniform","No",5,"5S0",5,0,"510.6","0.38184765","516.247","1464.8","0.468806699","1353.303","hak Meixian Carrier sentence",1,"i","",275,2226,"3350","",92,2.76876957494407,13.7268227424749
"92.2","hak","Hakka","Meixian","Sinitic>Chinese>Gan","5","Carrier sentence","Uniform","No",5,"5S0",5,0,"510.6","0.38184765","516.247","1464.8","0.468806699","1353.303","hak Meixian Carrier sentence",2,"e","",485,2108,"2610","",92,4.7881390593047,13.3626941986234
"92.3","hak","Hakka","Meixian","Sinitic>Chinese>Gan","5","Carrier sentence","Uniform","No",5,"5S0",5,0,"510.6","0.38184765","516.247","1464.8","0.468806699","1353.303","hak Meixian Carrier sentence",3,"a","",892,1401,"2775","",92,7.85517531556802,10.6454864623624
"92.4","hak","Hakka","Meixian","Sinitic>Chinese>Gan","5","Carrier sentence","Uniform","No",5,"5S0",5,0,"510.6","0.38184765","516.247","1464.8","0.468806699","1353.303","hak Meixian Carrier sentence",4,"o","",522,793,"3010","",92,5.10852538275584,7.19260443152924
"92.5","hak","Hakka","Meixian","Sinitic>Chinese>Gan","5","Carrier sentence","Uniform","No",5,"5S0",5,0,"510.6","0.38184765","516.247","1464.8","0.468806699","1353.303","hak Meixian Carrier sentence",5,"u","",379,796,"2740","",92,3.81415989739205,7.213381712627
"94.1","hau","Hausa","Kano","AfroAsiatic>Chadic>WestChadic>WestChadicA","10","Carrier sentence","Long","No",5,"5S0",5,0,"409.375","0.335755814","433.13","1594.375","0.518465909","1426.12","hau Kano Carrier sentence",1,"i","",265,2230,"","",94,2.66310112359551,13.7388066825776
"94.2","hau","Hausa","Kano","AfroAsiatic>Chadic>WestChadic>WestChadicA","10","Carrier sentence","Long","No",5,"5S0",5,0,"409.375","0.335755814","433.13","1594.375","0.518465909","1426.12","hau Kano Carrier sentence",2,"e","",415,2130,"","",94,4.1546947368421,13.4321760391198
"94.3","hau","Hausa","Kano","AfroAsiatic>Chadic>WestChadic>WestChadicA","10","Carrier sentence","Long","No",5,"5S0",5,0,"409.375","0.335755814","433.13","1594.375","0.518465909","1426.12","hau Kano Carrier sentence",3,"a","",695,1780,"","",94,6.48806026365348,12.2298395721925
"94.4","hau","Hausa","Kano","AfroAsiatic>Chadic>WestChadic>WestChadicA","10","Carrier sentence","Long","No",5,"5S0",5,0,"409.375","0.335755814","433.13","1594.375","0.518465909","1426.12","hau Kano Carrier sentence",4,"o","",395,1040,"","",94,3.9667940552017,8.76413333333333
"94.5","hau","Hausa","Kano","AfroAsiatic>Chadic>WestChadic>WestChadicA","10","Carrier sentence","Long","No",5,"5S0",5,0,"409.375","0.335755814","433.13","1594.375","0.518465909","1426.12","hau Kano Carrier sentence",5,"u","",315,910,"","",94,3.18215384615385,7.97073170731707
"93.1","hau","Hausa","Kano","AfroAsiatic>Chadic>WestChadic>WestChadicA","10","Carrier sentence","Short","No",3,"3S0",3,0,"409.375","0.335755814","433.13","1594.375","0.518465909","1426.12","hau Kano Carrier sentence",1,"i","",305,2130,"","",93,3.0801766004415,13.4321760391198
"93.2","hau","Hausa","Kano","AfroAsiatic>Chadic>WestChadic>WestChadicA","10","Carrier sentence","Short","No",3,"3S0",3,0,"409.375","0.335755814","433.13","1594.375","0.518465909","1426.12","hau Kano Carrier sentence",2,"a","",550,1480,"","",93,5.34470119521912,11.0045348837209
"93.3","hau","Hausa","Kano","AfroAsiatic>Chadic>WestChadic>WestChadicA","10","Carrier sentence","Short","No",3,"3S0",3,0,"409.375","0.335755814","433.13","1594.375","0.518465909","1426.12","hau Kano Carrier sentence",3,"u","",335,1055,"","",93,3.38344226579521,8.85127694859038
"95.1","hbs","Serbo-Croatian","Belgrad","IndoEuropean>BaltoSlavic>Slavic>South>Western","10","Wordlist","Conbined","No",5,"5S0",5,0,"500","0.477045908","456.891","1421.8","0.423773585","1369.69","hbs Belgrad Wordlist",1,"i","",261,2338,"2886","",95,2.62056731202161,14.0539413680782
"95.2","hbs","Serbo-Croatian","Belgrad","IndoEuropean>BaltoSlavic>Slavic>South>Western","10","Wordlist","Conbined","No",5,"5S0",5,0,"500","0.477045908","456.891","1421.8","0.423773585","1369.69","hbs Belgrad Wordlist",2,"e","",545,1894,"2392","",95,5.30291417165669,12.6454385054489
"95.3","hbs","Serbo-Croatian","Belgrad","IndoEuropean>BaltoSlavic>Slavic>South>Western","10","Wordlist","Conbined","No",5,"5S0",5,0,"500","0.477045908","456.891","1421.8","0.423773585","1369.69","hbs Belgrad Wordlist",3,"a","",762,1245,"2464","",95,6.97522409992652,9.88449297971919
"95.4","hbs","Serbo-Croatian","Belgrad","IndoEuropean>BaltoSlavic>Slavic>South>Western","10","Wordlist","Conbined","No",5,"5S0",5,0,"500","0.477045908","456.891","1421.8","0.423773585","1369.69","hbs Belgrad Wordlist",4,"o","",552,884,"2484","",95,5.36136942675159,7.80334739803094
"95.5","hbs","Serbo-Croatian","Belgrad","IndoEuropean>BaltoSlavic>Slavic>South>Western","10","Wordlist","Conbined","No",5,"5S0",5,0,"500","0.477045908","456.891","1421.8","0.423773585","1369.69","hbs Belgrad Wordlist",5,"u","",380,748,"2381","",95,3.82376068376068,6.87542097488922
"96.2","heb","Hebrew","Standard","AfroAsiatic>Semitic>West>Central>NorthWest>Canaanite","6","Isolation","Uniform","No",5,"5S0",5,0,"437.6","0.375263158","443.58","","","","heb Standard Isolation",2,"e","",460,1870,"2420","3370",96,4.56611570247934,12.56
"96.3","heb","Hebrew","Standard","AfroAsiatic>Semitic>West>Central>NorthWest>Canaanite","6","Isolation","Uniform","No",5,"5S0",5,0,"437.6","0.375263158","443.58","","","","heb Standard Isolation",3,"a","",675,1185,"2685","3660",96,6.33783681214421,9.57170111287758
"96.4","heb","Hebrew","Standard","AfroAsiatic>Semitic>West>Central>NorthWest>Canaanite","6","Isolation","Uniform","No",5,"5S0",5,0,"437.6","0.375263158","443.58","","","","heb Standard Isolation",4,"o","",438,858,"2242","3187",96,4.36690575479566,7.63287437899219
"96.5","heb","Hebrew","Standard","AfroAsiatic>Semitic>West>Central>NorthWest>Canaanite","6","Isolation","Uniform","No",5,"5S0",5,0,"437.6","0.375263158","443.58","","","","heb Standard Isolation",5,"u","",320,783,"2410","3585",96,3.23280701754386,7.12301859278163
"97.1","hts","Hadza","","Isolate","3","Wordlist","Uniform","No",5,"5S0",5,0,"466","0.459649123","446.435","1559","0.385714286","1563.44","hts  Wordlist",1,"i","",345,2075,"","",97,3.48277657266811,13.2570508054523
"97.2","hts","Hadza","","Isolate","3","Wordlist","Uniform","No",5,"5S0",5,0,"466","0.459649123","446.435","1559","0.385714286","1563.44","hts  Wordlist",2,"e","",535,1755,"","",97,5.2188376753507,12.1352893674293
"97.3","hts","Hadza","","Isolate","3","Wordlist","Uniform","No",5,"5S0",5,0,"466","0.459649123","446.435","1559","0.385714286","1563.44","hts  Wordlist",3,"a","",620,1485,"","",97,5.91271317829457,11.0267053701016
"97.4","hts","Hadza","","Isolate","3","Wordlist","Uniform","No",5,"5S0",5,0,"466","0.459649123","446.435","1559","0.385714286","1563.44","hts  Wordlist",4,"o","",495,1235,"","",97,4.87568228105906,9.83317683881064
"97.5","hts","Hadza","","Isolate","3","Wordlist","Uniform","No",5,"5S0",5,0,"466","0.459649123","446.435","1559","0.385714286","1563.44","hts  Wordlist",5,"u","",335,1245,"","",97,3.38344226579521,9.88449297971919
"98.1","hun","Hungarian","Standard","Uralic>FinnoUgric>Ugric","2","Meaningful sentence","Long","No",7,"5S2a",5,2,"414.2857143","0.248768473","496.78","1442.857143","0.470899471","1313.42","hun Standard Meaningful sentence",1,"i","",270,2300,"","",98,2.71605381165919,13.944882629108
"98.2","hun","Hungarian","Standard","Uralic>FinnoUgric>Ugric","2","Meaningful sentence","Long","No",7,"5S2a",5,2,"414.2857143","0.248768473","496.78","1442.857143","0.470899471","1313.42","hun Standard Meaningful sentence",2,"e","",370,2100,"","",98,3.72738197424893,13.3372413793103
"98.3","hun","Hungarian","Standard","Uralic>FinnoUgric>Ugric","2","Meaningful sentence","Long","No",7,"5S2a",5,2,"414.2857143","0.248768473","496.78","1442.857143","0.470899471","1313.42","hun Standard Meaningful sentence",3,"a","",850,1450,"","",98,7.57978647686833,10.870146627566
"98.4","hun","Hungarian","Standard","Uralic>FinnoUgric>Ugric","2","Meaningful sentence","Long","No",7,"5S2a",5,2,"414.2857143","0.248768473","496.78","1442.857143","0.470899471","1313.42","hun Standard Meaningful sentence",4,"o","",380,850,"","",98,3.82376068376068,7.57978647686833
"98.5","hun","Hungarian","Standard","Uralic>FinnoUgric>Ugric","2","Meaningful sentence","Long","No",7,"5S2a",5,2,"414.2857143","0.248768473","496.78","1442.857143","0.470899471","1313.42","hun Standard Meaningful sentence",5,"u","",270,680,"","",98,2.71605381165919,6.37560606060606
"98.6","hun","Hungarian","Standard","Uralic>FinnoUgric>Ugric","2","Meaningful sentence","Long","No",7,"5S2a",5,2,"414.2857143","0.248768473","496.78","1442.857143","0.470899471","1313.42","hun Standard Meaningful sentence",6,"y","",310,1650,"","",98,3.13127753303965,11.7238781163435
